,Date,Close/Last,Volume,Open,High,Low,Society
38,12/03/2021,161.84,118023100.0,$164.02,$164.96,$159.72,Apple
39,12/02/2021,163.76,136739200.0,$158.735,$164.2,$157.8,Apple
40,12/01/2021,164.77,152423000.0,$167.48,$170.3,$164.53,Apple
41,11/30/2021,165.3,174048100.0,$159.985,$165.52,$159.92,Apple
42,11/29/2021,160.24,88748220.0,$159.37,$161.19,$158.7901,Apple
43,11/26/2021,156.81,76959750.0,$159.565,$160.45,$156.36,Apple
44,11/24/2021,161.94,69463620.0,$160.75,$162.14,$159.64,Apple
45,11/23/2021,161.41,96041900.0,$161.12,$161.8,$159.0601,Apple
46,11/22/2021,161.02,117467900.0,$161.68,$165.7,$161,Apple
47,11/19/2021,160.55,117305600.0,$157.65,$161.02,$156.5328,Apple
48,11/18/2021,157.87,137827700.0,$153.71,$158.67,$153.05,Apple
49,11/17/2021,153.49,88807000.0,$150.995,$155,$150.99,Apple
50,11/16/2021,151.0,59256210.0,$149.94,$151.488,$149.34,Apple
51,11/15/2021,150.0,59222800.0,$150.37,$151.88,$149.43,Apple
52,11/12/2021,149.99,63804010.0,$148.43,$150.4,$147.48,Apple
53,11/11/2021,147.87,40999950.0,$148.96,$149.43,$147.681,Apple
54,11/10/2021,147.92,65187090.0,$150.02,$150.13,$147.85,Apple
55,11/09/2021,150.81,56787930.0,$150.2,$151.428,$150.0601,Apple
56,11/08/2021,150.44,55020870.0,$151.41,$151.57,$150.16,Apple
57,11/05/2021,151.28,65463880.0,$151.89,$152.2,$150.06,Apple
58,11/04/2021,150.96,60394620.0,$151.58,$152.43,$150.64,Apple
59,11/03/2021,151.49,54511530.0,$150.39,$151.97,$149.82,Apple
60,11/02/2021,150.02,69121990.0,$148.66,$151.57,$148.65,Apple
61,11/01/2021,148.96,74588260.0,$148.985,$149.7,$147.8,Apple
62,10/29/2021,149.8,124953200.0,$147.215,$149.94,$146.4128,Apple
63,10/28/2021,152.57,100077900.0,$149.82,$153.165,$149.72,Apple
64,10/27/2021,148.85,56094930.0,$149.36,$149.73,$148.49,Apple
65,10/26/2021,149.32,60893400.0,$149.33,$150.84,$149.0101,Apple
66,10/25/2021,148.64,50720560.0,$148.68,$149.37,$147.6211,Apple
67,10/22/2021,148.69,58883440.0,$149.69,$150.18,$148.64,Apple
68,10/21/2021,149.48,61420990.0,$148.81,$149.64,$147.87,Apple
69,10/20/2021,149.26,58418790.0,$148.7,$149.7539,$148.12,Apple
70,10/19/2021,148.76,76378890.0,$147.01,$149.17,$146.55,Apple
71,10/18/2021,146.55,85589180.0,$143.445,$146.84,$143.16,Apple
72,10/15/2021,144.84,67940330.0,$143.77,$144.895,$143.51,Apple
73,10/14/2021,143.76,69907100.0,$142.11,$143.88,$141.51,Apple
74,10/13/2021,140.91,78762720.0,$141.235,$141.4,$139.2,Apple
75,10/12/2021,141.51,73035860.0,$143.23,$143.25,$141.0401,Apple
76,10/11/2021,142.81,64452220.0,$142.27,$144.81,$141.81,Apple
77,10/08/2021,142.9,58773160.0,$144.03,$144.1781,$142.56,Apple
78,10/07/2021,143.29,61732660.0,$143.06,$144.215,$142.72,Apple
79,10/06/2021,142.0,83221120.0,$139.47,$142.15,$138.37,Apple
80,10/05/2021,141.11,80861060.0,$139.49,$142.24,$139.36,Apple
81,10/04/2021,139.14,98322010.0,$141.76,$142.21,$138.27,Apple
82,10/01/2021,142.65,94639580.0,$141.9,$142.92,$139.1101,Apple
83,09/30/2021,141.5,89056660.0,$143.66,$144.378,$141.28,Apple
84,09/29/2021,142.83,74602040.0,$142.47,$144.45,$142.03,Apple
85,09/28/2021,141.91,108972300.0,$143.25,$144.75,$141.69,Apple
86,09/27/2021,145.37,74150730.0,$145.47,$145.96,$143.82,Apple
87,09/24/2021,146.92,53477870.0,$145.66,$147.4701,$145.56,Apple
88,09/23/2021,146.83,64838170.0,$146.65,$147.08,$145.64,Apple
89,09/22/2021,145.85,76404340.0,$144.45,$146.43,$143.7001,Apple
90,09/21/2021,143.43,75833960.0,$143.93,$144.6,$142.78,Apple
91,09/20/2021,142.94,123478900.0,$143.8,$144.84,$141.27,Apple
92,09/17/2021,146.06,129868800.0,$148.82,$148.82,$145.76,Apple
93,09/16/2021,148.79,68034150.0,$148.44,$148.97,$147.221,Apple
94,09/15/2021,149.03,83281320.0,$148.56,$149.44,$146.37,Apple
95,09/14/2021,148.12,109296300.0,$150.35,$151.07,$146.91,Apple
96,09/13/2021,149.55,102404300.0,$150.63,$151.42,$148.75,Apple
97,09/10/2021,148.97,140893200.0,$155,$155.48,$148.7,Apple
98,09/09/2021,154.07,57305730.0,$155.49,$156.11,$153.95,Apple
99,09/08/2021,155.11,74420210.0,$156.98,$157.04,$153.975,Apple
100,09/07/2021,156.69,82278260.0,$154.97,$157.26,$154.39,Apple
101,09/03/2021,154.3,57866070.0,$153.76,$154.63,$153.09,Apple
102,09/02/2021,153.65,71171320.0,$153.87,$154.72,$152.4,Apple
103,09/01/2021,152.51,80313710.0,$152.83,$154.98,$152.34,Apple
104,08/31/2021,151.83,86453120.0,$152.66,$152.8,$151.29,Apple
105,08/30/2021,153.12,90956720.0,$149,$153.49,$148.61,Apple
106,08/27/2021,148.6,55802390.0,$147.48,$148.75,$146.83,Apple
107,08/26/2021,147.54,48597200.0,$148.35,$149.12,$147.51,Apple
108,08/25/2021,148.36,58991300.0,$149.81,$150.32,$147.8,Apple
109,08/24/2021,149.62,48606430.0,$149.45,$150.86,$149.15,Apple
110,08/23/2021,149.71,60131810.0,$148.31,$150.19,$147.89,Apple
111,08/20/2021,148.19,60549630.0,$147.44,$148.5,$146.78,Apple
112,08/19/2021,146.7,86960310.0,$145.03,$148,$144.5,Apple
113,08/18/2021,146.36,86325990.0,$149.8,$150.72,$146.15,Apple
114,08/17/2021,150.19,92229740.0,$150.23,$151.68,$149.09,Apple
115,08/16/2021,151.12,103558800.0,$148.535,$151.19,$146.47,Apple
116,08/13/2021,149.1,59375010.0,$148.97,$149.4444,$148.27,Apple
117,08/12/2021,148.89,73779110.0,$146.19,$149.05,$145.84,Apple
118,08/11/2021,145.86,48493460.0,$146.05,$146.72,$145.53,Apple
119,08/10/2021,145.6,69023080.0,$146.44,$147.71,$145.3,Apple
120,08/09/2021,146.09,48908690.0,$146.2,$146.7,$145.52,Apple
121,08/06/2021,146.14,54126810.0,$146.35,$147.11,$145.63,Apple
122,08/05/2021,147.06,46397670.0,$146.98,$147.84,$146.17,Apple
123,08/04/2021,146.95,56368270.0,$147.27,$147.79,$146.28,Apple
124,08/03/2021,147.36,64786620.0,$145.81,$148.045,$145.18,Apple
125,08/02/2021,145.52,62879960.0,$146.36,$146.95,$145.25,Apple
126,07/30/2021,145.86,70440630.0,$144.38,$146.33,$144.11,Apple
127,07/29/2021,145.64,56699480.0,$144.685,$146.55,$144.58,Apple
128,07/28/2021,144.98,118931200.0,$144.81,$146.97,$142.54,Apple
129,07/27/2021,146.77,104818600.0,$149.12,$149.21,$145.55,Apple
130,07/26/2021,148.99,72434090.0,$148.27,$149.83,$147.7,Apple
131,07/23/2021,148.56,71447420.0,$147.55,$148.7177,$146.92,Apple
132,07/22/2021,146.8,77338160.0,$145.935,$148.195,$145.81,Apple
133,07/21/2021,145.4,74993460.0,$145.53,$146.13,$144.63,Apple
134,07/20/2021,146.15,96350040.0,$143.46,$147.0997,$142.96,Apple
135,07/19/2021,142.45,121434600.0,$143.75,$144.07,$141.67,Apple
136,07/16/2021,146.39,93251430.0,$148.46,$149.76,$145.88,Apple
137,07/15/2021,148.48,106820300.0,$149.24,$150,$147.09,Apple
138,07/14/2021,149.15,127050800.0,$148.1,$149.57,$147.68,Apple
139,07/13/2021,145.64,100827100.0,$144.03,$147.46,$143.63,Apple
140,07/12/2021,144.5,76299720.0,$146.21,$146.32,$144,Apple
141,07/09/2021,145.11,99890800.0,$142.75,$145.65,$142.6522,Apple
142,07/08/2021,143.24,105575500.0,$141.58,$144.06,$140.665,Apple
143,07/07/2021,144.57,104911600.0,$143.535,$144.89,$142.66,Apple
144,07/06/2021,142.02,108181800.0,$140.07,$143.15,$140.07,Apple
145,07/02/2021,139.96,78945570.0,$137.9,$140,$137.745,Apple
146,07/01/2021,137.27,52485780.0,$136.6,$137.33,$135.76,Apple
147,06/30/2021,136.96,63261390.0,$136.17,$137.41,$135.87,Apple
148,06/29/2021,136.33,64556080.0,$134.8,$136.49,$134.35,Apple
149,06/28/2021,134.78,62111300.0,$133.41,$135.245,$133.35,Apple
150,06/25/2021,133.11,70783750.0,$133.46,$133.89,$132.81,Apple
151,06/24/2021,133.41,68711000.0,$134.45,$134.64,$132.93,Apple
152,06/23/2021,133.7,60214200.0,$133.77,$134.32,$133.23,Apple
153,06/22/2021,133.98,74783620.0,$132.13,$134.08,$131.62,Apple
154,06/21/2021,132.3,79663320.0,$130.3,$132.41,$129.21,Apple
155,06/18/2021,130.46,108953300.0,$130.71,$131.51,$130.24,Apple
156,06/17/2021,131.79,96721670.0,$129.8,$132.55,$129.65,Apple
157,06/16/2021,130.15,91815030.0,$130.37,$130.89,$128.461,Apple
158,06/15/2021,129.64,62746330.0,$129.94,$130.6,$129.39,Apple
159,06/14/2021,130.48,96906490.0,$127.82,$130.54,$127.07,Apple
160,06/11/2021,127.35,53522370.0,$126.53,$127.44,$126.1,Apple
161,06/10/2021,126.11,71186420.0,$127.02,$128.19,$125.94,Apple
162,06/09/2021,127.13,56877940.0,$127.21,$127.75,$126.52,Apple
163,06/08/2021,126.74,74403770.0,$126.6,$128.46,$126.2101,Apple
164,06/07/2021,125.9,71057550.0,$126.17,$126.32,$124.8321,Apple
165,06/04/2021,125.89,75169340.0,$124.07,$126.16,$123.85,Apple
166,06/03/2021,123.54,76229170.0,$124.68,$124.85,$123.13,Apple
167,06/02/2021,125.06,59278860.0,$124.28,$125.24,$124.05,Apple
168,06/01/2021,124.28,67637120.0,$125.08,$125.35,$123.94,Apple
169,05/28/2021,124.61,71311110.0,$125.57,$125.8,$124.55,Apple
170,05/27/2021,125.28,94625600.0,$126.44,$127.64,$125.08,Apple
171,05/26/2021,126.85,56575920.0,$126.955,$127.39,$126.42,Apple
172,05/25/2021,126.9,72009480.0,$127.82,$128.32,$126.32,Apple
173,05/24/2021,127.1,63092950.0,$126.01,$127.94,$125.94,Apple
174,05/21/2021,125.43,79295440.0,$127.82,$128,$125.21,Apple
175,05/20/2021,127.31,76857120.0,$125.23,$127.72,$125.1,Apple
176,05/19/2021,124.69,92611990.0,$123.16,$124.915,$122.86,Apple
177,05/18/2021,124.85,63342930.0,$126.56,$126.99,$124.78,Apple
178,05/17/2021,126.27,74116550.0,$126.82,$126.93,$125.17,Apple
179,05/14/2021,127.45,81917950.0,$126.25,$127.89,$125.85,Apple
180,05/13/2021,124.97,105861300.0,$124.58,$126.15,$124.26,Apple
181,05/12/2021,122.77,112172300.0,$123.4,$124.64,$122.25,Apple
182,05/11/2021,125.91,126142800.0,$123.5,$126.27,$122.77,Apple
183,05/10/2021,126.85,88071230.0,$129.41,$129.54,$126.81,Apple
184,05/07/2021,130.21,78973270.0,$130.85,$131.2582,$129.475,Apple
185,05/06/2021,129.74,78128330.0,$127.89,$129.75,$127.13,Apple
186,05/05/2021,128.1,84000900.0,$129.2,$130.45,$127.97,Apple
187,05/04/2021,127.85,137564700.0,$131.19,$131.4899,$126.7,Apple
188,05/03/2021,132.54,75135100.0,$132.04,$134.07,$131.83,Apple
189,04/30/2021,131.46,109839500.0,$131.78,$133.56,$131.065,Apple
190,04/29/2021,133.48,151101000.0,$136.47,$137.07,$132.45,Apple
191,04/28/2021,133.58,107760100.0,$134.31,$135.02,$133.08,Apple
192,04/27/2021,134.39,66015800.0,$135.01,$135.41,$134.11,Apple
193,04/26/2021,134.72,66905070.0,$134.83,$135.06,$133.56,Apple
194,04/23/2021,134.32,78756780.0,$132.16,$135.12,$132.16,Apple
195,04/22/2021,131.94,84566460.0,$133.04,$134.15,$131.41,Apple
196,04/21/2021,133.5,68847140.0,$132.36,$133.75,$131.3001,Apple
197,04/20/2021,133.11,94812350.0,$135.02,$135.53,$131.81,Apple
198,04/19/2021,134.84,94264220.0,$133.51,$135.47,$133.34,Apple
199,04/16/2021,134.16,84922390.0,$134.3,$134.67,$133.28,Apple
200,04/15/2021,134.5,89347100.0,$133.82,$135,$133.64,Apple
201,04/14/2021,132.03,87222780.0,$134.94,$135,$131.655,Apple
202,04/13/2021,134.43,91266550.0,$132.44,$134.66,$131.93,Apple
203,04/12/2021,131.24,91419980.0,$132.52,$132.85,$130.63,Apple
204,04/09/2021,132.995,106686700.0,$129.8,$133.04,$129.47,Apple
205,04/08/2021,130.36,88844590.0,$128.95,$130.39,$128.52,Apple
206,04/07/2021,127.9,83466720.0,$125.83,$127.92,$125.14,Apple
207,04/06/2021,126.21,80171250.0,$126.5,$127.13,$125.65,Apple
208,04/05/2021,125.9,88651180.0,$123.87,$126.1601,$123.07,Apple
209,04/01/2021,123.0,75089130.0,$123.66,$124.18,$122.49,Apple
210,03/31/2021,122.15,118323800.0,$121.65,$123.52,$121.15,Apple
211,03/30/2021,119.9,85671920.0,$120.11,$120.4031,$118.86,Apple
212,03/29/2021,121.39,80819200.0,$121.65,$122.58,$120.7299,Apple
213,03/26/2021,121.21,94071230.0,$120.35,$121.48,$118.92,Apple
214,03/25/2021,120.59,98844680.0,$119.54,$121.66,$119,Apple
215,03/24/2021,120.09,88530490.0,$122.82,$122.9,$120.065,Apple
216,03/23/2021,122.54,95467140.0,$123.33,$124.24,$122.14,Apple
217,03/22/2021,123.39,111912300.0,$120.33,$123.87,$120.26,Apple
218,03/19/2021,119.99,185549500.0,$119.9,$121.43,$119.675,Apple
219,03/18/2021,120.53,121469800.0,$122.88,$123.18,$120.32,Apple
220,03/17/2021,124.76,111932600.0,$124.05,$125.8599,$122.336,Apple
221,03/16/2021,125.57,115227900.0,$125.7,$127.22,$124.715,Apple
222,03/15/2021,123.99,92590560.0,$121.41,$124,$120.42,Apple
223,03/12/2021,121.03,88105050.0,$120.4,$121.17,$119.16,Apple
224,03/11/2021,121.96,103026500.0,$122.54,$123.21,$121.26,Apple
225,03/10/2021,119.98,111943300.0,$121.69,$122.17,$119.45,Apple
226,03/09/2021,121.085,129525800.0,$119.03,$122.06,$118.79,Apple
227,03/08/2021,116.36,154376600.0,$120.93,$121,$116.21,Apple
228,03/05/2021,121.42,153766600.0,$120.98,$121.935,$117.57,Apple
229,03/04/2021,120.13,178155000.0,$121.75,$123.6,$118.62,Apple
230,03/03/2021,122.06,112966300.0,$124.81,$125.71,$121.84,Apple
231,03/02/2021,125.12,102260900.0,$128.41,$128.72,$125.01,Apple
232,03/01/2021,127.79,116307900.0,$123.75,$127.93,$122.79,Apple
233,02/26/2021,121.26,164560400.0,$122.59,$124.85,$121.2,Apple
234,02/25/2021,120.99,148199500.0,$124.68,$126.4585,$120.54,Apple
235,02/24/2021,125.35,111039900.0,$124.94,$125.56,$122.23,Apple
236,02/23/2021,125.86,158273000.0,$123.76,$126.71,$118.39,Apple
237,02/22/2021,126.0,103916400.0,$128.01,$129.72,$125.6,Apple
238,02/19/2021,129.87,87668830.0,$130.24,$130.71,$128.8,Apple
239,02/18/2021,129.71,96856750.0,$129.2,$129.995,$127.41,Apple
240,02/17/2021,130.84,98085250.0,$131.25,$132.22,$129.47,Apple
241,02/16/2021,133.19,80576320.0,$135.49,$136.01,$132.79,Apple
242,02/12/2021,135.37,60145130.0,$134.35,$135.53,$133.6921,Apple
243,02/11/2021,135.13,64280030.0,$135.9,$136.39,$133.77,Apple
244,02/10/2021,135.39,73046560.0,$136.48,$136.99,$134.4,Apple
245,02/09/2021,136.01,76774210.0,$136.62,$137.877,$135.85,Apple
246,02/08/2021,136.91,71297210.0,$136.03,$136.96,$134.92,Apple
247,02/05/2021,136.76,75693830.0,$137.35,$137.42,$135.86,Apple
248,02/04/2021,137.39,84183060.0,$136.3,$137.4,$134.59,Apple
249,02/03/2021,133.94,89880940.0,$135.76,$135.77,$133.61,Apple
250,02/02/2021,134.99,83305370.0,$135.73,$136.31,$134.61,Apple
251,02/01/2021,134.14,106239800.0,$133.75,$135.38,$130.93,Apple
0,01/28/2022,79.14,11203770.0,$78.8,$79.14,$77.765,Activision_Blizzard
1,01/27/2022,78.9,10862380.0,$79.1,$79.72,$78.65,Activision_Blizzard
2,01/26/2022,78.78,10309090.0,$79.635,$79.91,$78.63,Activision_Blizzard
3,01/25/2022,79.12,14403850.0,$79.75,$80.59,$79.01,Activision_Blizzard
4,01/24/2022,79.97,24383510.0,$80.74,$81.84,$79.4533,Activision_Blizzard
5,01/21/2022,81.35,17143280.0,$81.912,$82,$81.15,Activision_Blizzard
6,01/20/2022,81.76,18995300.0,$82.295,$83.04,$81.65,Activision_Blizzard
7,01/19/2022,82.15,30482080.0,$82.645,$83.06,$81.5,Activision_Blizzard
8,01/18/2022,82.31,120269000.0,$86.765,$86.9,$81.45,Activision_Blizzard
9,01/14/2022,65.39,13495720.0,$63.99,$65.54,$62.99,Activision_Blizzard
10,01/13/2022,64.17,12790840.0,$64.91,$65.005,$64.01,Activision_Blizzard
11,01/12/2022,64.81,13986920.0,$65.23,$65.5399,$63.81,Activision_Blizzard
12,01/11/2022,65.85,10728600.0,$63.09,$65.985,$62.93,Activision_Blizzard
13,01/10/2022,63.11,14993000.0,$63.89,$64.24,$61.99,Activision_Blizzard
14,01/07/2022,64.04,21467900.0,$63.99,$64.895,$63.33,Activision_Blizzard
15,01/06/2022,63.82,15071100.0,$66.16,$66.26,$63.71,Activision_Blizzard
16,01/05/2022,66.29,14988230.0,$67.2,$67.86,$66.26,Activision_Blizzard
17,01/04/2022,67.2,9463999.0,$67.84,$68.0099,$66.93,Activision_Blizzard
18,01/03/2022,67.42,13209590.0,$66.44,$67.67,$65.8,Activision_Blizzard
19,12/31/2021,66.53,9475105.0,$67.32,$67.64,$66.3,Activision_Blizzard
20,12/30/2021,67.49,7509107.0,$67.2,$67.889,$67.05,Activision_Blizzard
21,12/29/2021,67.16,9051504.0,$66.57,$67.18,$66.19,Activision_Blizzard
22,12/28/2021,66.67,13815530.0,$66.056,$67.59,$65.6,Activision_Blizzard
23,12/27/2021,65.45,10644480.0,$65.24,$65.735,$65,Activision_Blizzard
24,12/23/2021,65.16,8721730.0,$64.01,$65.389,$63.855,Activision_Blizzard
25,12/22/2021,64.1,15089730.0,$63.26,$64.12,$63.14,Activision_Blizzard
26,12/21/2021,63.59,11097700.0,$62.25,$63.64,$61.86,Activision_Blizzard
27,12/20/2021,61.8,8369432.0,$61.01,$62.23,$60.67,Activision_Blizzard
28,12/17/2021,61.36,17071610.0,$61.1,$62.065,$60.6,Activision_Blizzard
29,12/16/2021,61.49,10074540.0,$60.55,$61.63,$60.18,Activision_Blizzard
30,12/15/2021,60.26,7387098.0,$59.11,$60.51,$58.83,Activision_Blizzard
31,12/14/2021,59.52,8793521.0,$58.16,$59.88,$58.15,Activision_Blizzard
32,12/13/2021,58.7,8652712.0,$58.6,$59.449,$58.02,Activision_Blizzard
33,12/10/2021,58.6,10161000.0,$59.16,$59.41,$57.47,Activision_Blizzard
34,12/09/2021,59.07,8520544.0,$58.595,$59.81,$58.52,Activision_Blizzard
35,12/08/2021,59.27,9785536.0,$58.78,$60.01,$58.03,Activision_Blizzard
36,12/07/2021,58.77,11553520.0,$58.92,$59.27,$58.282,Activision_Blizzard
37,12/06/2021,58.09,9408963.0,$57.53,$58.45,$57.24,Activision_Blizzard
38,12/03/2021,57.36,13287430.0,$56.978,$57.44,$56.4,Activision_Blizzard
39,12/02/2021,57.29,8606166.0,$57.28,$58.18,$56.62,Activision_Blizzard
40,12/01/2021,57.28,11609130.0,$59.11,$59.21,$57.19,Activision_Blizzard
41,11/30/2021,58.6,19291120.0,$60.015,$60.4337,$58.44,Activision_Blizzard
42,11/29/2021,60.31,7749621.0,$60.885,$60.95,$59.6501,Activision_Blizzard
43,11/26/2021,60.62,8305870.0,$61.281,$61.68,$60.18,Activision_Blizzard
44,11/24/2021,60.91,9681498.0,$61.84,$61.84,$60.75,Activision_Blizzard
45,11/23/2021,61.77,16566630.0,$61.85,$62.92,$61.33,Activision_Blizzard
46,11/22/2021,62.2,16585220.0,$60.93,$62.41,$59.775,Activision_Blizzard
47,11/19/2021,62.38,14493290.0,$63.75,$64.09,$62.17,Activision_Blizzard
48,11/18/2021,62.67,24245590.0,$63.6,$64.05,$60.9,Activision_Blizzard
49,11/17/2021,64.2,28771240.0,$65.525,$65.635,$63.5,Activision_Blizzard
50,11/16/2021,66.14,38243240.0,$70.55,$72.135,$65.46,Activision_Blizzard
51,11/15/2021,70.43,11628230.0,$69.315,$70.68,$68.14,Activision_Blizzard
52,11/12/2021,69.69,13922950.0,$67.72,$70.04,$67.34,Activision_Blizzard
53,11/11/2021,67.5,13235030.0,$67.25,$67.53,$66.02,Activision_Blizzard
54,11/10/2021,66.66,7966185.0,$66.73,$67.45,$66.52,Activision_Blizzard
55,11/09/2021,67.1,8811987.0,$66.99,$67.55,$66.53,Activision_Blizzard
56,11/08/2021,66.82,12825670.0,$68.43,$68.43,$66.62,Activision_Blizzard
57,11/05/2021,67.83,13716860.0,$68.57,$68.78,$66.92,Activision_Blizzard
58,11/04/2021,68.23,16203300.0,$67.47,$68.74,$66.65,Activision_Blizzard
59,11/03/2021,66.75,43753570.0,$66.25,$67.19,$64.55,Activision_Blizzard
60,11/02/2021,77.67,10370410.0,$79.29,$79.37,$77.035,Activision_Blizzard
61,11/01/2021,79.35,7569367.0,$78.94,$80.01,$78.54,Activision_Blizzard
62,10/29/2021,78.19,8370219.0,$78.93,$79.37,$77.73,Activision_Blizzard
63,10/28/2021,78.88,10842640.0,$78.6,$78.96,$76.65,Activision_Blizzard
64,10/27/2021,78.65,6261495.0,$80.22,$80.34,$78.55,Activision_Blizzard
65,10/26/2021,80.76,6420631.0,$81.81,$82.34,$80.42,Activision_Blizzard
66,10/25/2021,81.19,8345757.0,$79.43,$81.51,$79.395,Activision_Blizzard
67,10/22/2021,79.27,6960407.0,$78.62,$80.92,$78.62,Activision_Blizzard
68,10/21/2021,78.7,5904311.0,$77.72,$78.74,$76.7201,Activision_Blizzard
69,10/20/2021,78.08,4537908.0,$77.52,$78.08,$77.081,Activision_Blizzard
70,10/19/2021,77.18,4238549.0,$76.77,$77.2,$75.95,Activision_Blizzard
71,10/18/2021,76.4,5417407.0,$76.14,$76.72,$75.24,Activision_Blizzard
72,10/15/2021,76.4,6472760.0,$76.5,$77.07,$76.1899,Activision_Blizzard
73,10/14/2021,76.11,5471702.0,$75.94,$77.16,$75.57,Activision_Blizzard
74,10/13/2021,75.25,6598863.0,$75.34,$76.1,$75.02,Activision_Blizzard
75,10/12/2021,74.92,6640867.0,$76.45,$76.54,$74.5882,Activision_Blizzard
76,10/11/2021,76.32,6326425.0,$77.74,$77.76,$76.26,Activision_Blizzard
77,10/08/2021,77.61,8885204.0,$77.76,$78.36,$77.25,Activision_Blizzard
78,10/07/2021,77.36,8527360.0,$77.266,$78.5,$76.77,Activision_Blizzard
79,10/06/2021,77.29,9477598.0,$75.93,$78.0301,$75.69,Activision_Blizzard
80,10/05/2021,76.8,9771203.0,$77.252,$77.65,$76.23,Activision_Blizzard
81,10/04/2021,77.18,5955585.0,$78.19,$78.32,$76.86,Activision_Blizzard
82,10/01/2021,78.53,5861312.0,$78.06,$79.04,$77.2,Activision_Blizzard
83,09/30/2021,77.39,7539277.0,$77.56,$78.41,$77,Activision_Blizzard
84,09/29/2021,77.38,9700752.0,$76.53,$78.93,$76.5,Activision_Blizzard
85,09/28/2021,76.33,11157240.0,$74.66,$77.08,$74.66,Activision_Blizzard
86,09/27/2021,75.08,6517919.0,$75.03,$75.95,$73.69,Activision_Blizzard
87,09/24/2021,75.26,7429756.0,$74.5,$75.59,$74.11,Activision_Blizzard
88,09/23/2021,74.67,9311061.0,$73.13,$75.47,$72.711,Activision_Blizzard
89,09/22/2021,72.81,10297290.0,$73.189,$74.03,$72.2,Activision_Blizzard
90,09/21/2021,73.03,14206880.0,$76.61,$76.64,$72.94,Activision_Blizzard
91,09/20/2021,76.18,12231910.0,$78.64,$78.8192,$74.87,Activision_Blizzard
92,09/17/2021,79.56,11009590.0,$79.42,$80.5,$78,Activision_Blizzard
93,09/16/2021,79.28,9376818.0,$78.32,$79.6,$78.04,Activision_Blizzard
94,09/15/2021,78.25,5526545.0,$77.731,$78.77,$77.1,Activision_Blizzard
95,09/14/2021,77.84,6235312.0,$78.782,$78.89,$77.66,Activision_Blizzard
96,09/13/2021,78.53,7337436.0,$80.12,$80.76,$78.15,Activision_Blizzard
97,09/10/2021,79.64,12098750.0,$78.158,$80.84,$77.34,Activision_Blizzard
98,09/09/2021,78.05,11325820.0,$78.81,$79.41,$77.1346,Activision_Blizzard
